condition,prompt_id,sample,beta_ratio,temperature,intervened_layers,attention_layer,attention_entropy
layer_5,p014,0,0.35,0.0,5,3,0.2697865068912506
layer_5,p014,0,0.35,0.0,5,4,0.28644511103630066
layer_5,p014,0,0.35,0.0,5,5,0.32134661078453064
layer_5,p014,0,0.35,0.0,5,6,0.37907353043556213
layer_5,p014,0,0.35,0.0,5,7,0.41052234172821045
layer_5,p014,0,0.35,0.0,5,8,0.3846342861652374
layer_5,p014,0,0.35,0.0,5,9,0.3867402970790863
layer_5,p014,0,0.35,0.0,5,10,0.2708550691604614
layer_5,p014,0,0.35,0.0,5,11,0.25938448309898376
layer_5,p014,0,0.35,0.0,5,12,0.20235490798950195
layer_5,p014,0,0.35,0.0,5,13,0.17327597737312317
layer_5,p014,0,0.35,0.0,5,14,0.18329794704914093
layer_5,p014,0,0.35,0.0,5,15,0.20827962458133698
layer_5,p015,0,0.35,0.0,5,0,0.4100015163421631
layer_5,p015,0,0.35,0.0,5,1,0.19133417308330536
layer_5,p015,0,0.35,0.0,5,2,0.1850210279226303
layer_5,p015,0,0.35,0.0,5,3,0.2607099413871765
layer_5,p015,0,0.35,0.0,5,4,0.30045610666275024
layer_5,p015,0,0.35,0.0,5,5,0.3347373604774475
layer_5,p015,0,0.35,0.0,5,6,0.38598209619522095
layer_5,p015,0,0.35,0.0,5,7,0.443337082862854
layer_5,p015,0,0.35,0.0,5,8,0.41022032499313354
layer_5,p015,0,0.35,0.0,5,9,0.40632638335227966
layer_5,p015,0,0.35,0.0,5,10,0.3189542591571808
layer_5,p015,0,0.35,0.0,5,11,0.27098238468170166
layer_5,p015,0,0.35,0.0,5,12,0.231696218252182
layer_5,p015,0,0.35,0.0,5,13,0.20419719815254211
layer_5,p015,0,0.35,0.0,5,14,0.22602882981300354
layer_5,p015,0,0.35,0.0,5,15,0.24059168994426727
layer_5,p016,0,0.35,0.0,5,0,0.3973313570022583
layer_5,p016,0,0.35,0.0,5,1,0.1826903074979782
layer_5,p016,0,0.35,0.0,5,2,0.17977167665958405
layer_5,p016,0,0.35,0.0,5,3,0.2562650442123413
layer_5,p016,0,0.35,0.0,5,4,0.28684261441230774
layer_5,p016,0,0.35,0.0,5,5,0.3327008783817291
layer_5,p016,0,0.35,0.0,5,6,0.37815552949905396
layer_5,p016,0,0.35,0.0,5,7,0.42601802945137024
layer_5,p016,0,0.35,0.0,5,8,0.3958941400051117
layer_5,p016,0,0.35,0.0,5,9,0.3950483798980713
layer_5,p016,0,0.35,0.0,5,10,0.29983046650886536
layer_5,p016,0,0.35,0.0,5,11,0.25980865955352783
layer_5,p016,0,0.35,0.0,5,12,0.19928133487701416
layer_5,p016,0,0.35,0.0,5,13,0.18058282136917114
layer_5,p016,0,0.35,0.0,5,14,0.18176355957984924
layer_5,p016,0,0.35,0.0,5,15,0.21337448060512543
layer_5,p017,0,0.35,0.0,5,0,0.3990403711795807
layer_5,p017,0,0.35,0.0,5,1,0.1949605941772461
layer_5,p017,0,0.35,0.0,5,2,0.19607028365135193
layer_5,p017,0,0.35,0.0,5,3,0.27235522866249084
layer_5,p017,0,0.35,0.0,5,4,0.3110811710357666
layer_5,p017,0,0.35,0.0,5,5,0.3493686616420746
layer_5,p017,0,0.35,0.0,5,6,0.409536749124527
layer_5,p017,0,0.35,0.0,5,7,0.4410388469696045
layer_5,p017,0,0.35,0.0,5,8,0.4112415015697479
layer_5,p017,0,0.35,0.0,5,9,0.41075679659843445
layer_5,p017,0,0.35,0.0,5,10,0.3452208936214447
layer_5,p017,0,0.35,0.0,5,11,0.27405253052711487
layer_5,p017,0,0.35,0.0,5,12,0.24469491839408875
layer_5,p017,0,0.35,0.0,5,13,0.20564736425876617
layer_5,p017,0,0.35,0.0,5,14,0.21855399012565613
layer_5,p017,0,0.35,0.0,5,15,0.24423959851264954
layer_6,p000,0,0.35,0.0,6,0,0.41706404089927673
layer_6,p000,0,0.35,0.0,6,1,0.19523853063583374
layer_6,p000,0,0.35,0.0,6,2,0.18642300367355347
layer_6,p000,0,0.35,0.0,6,3,0.2713755965232849
layer_6,p000,0,0.35,0.0,6,4,0.30084410309791565
layer_6,p000,0,0.35,0.0,6,5,0.3356115520000458
layer_6,p000,0,0.35,0.0,6,6,0.38930559158325195
layer_6,p000,0,0.35,0.0,6,7,0.44514694809913635
layer_6,p000,0,0.35,0.0,6,8,0.4034961462020874
layer_6,p000,0,0.35,0.0,6,9,0.403457373380661
layer_6,p000,0,0.35,0.0,6,10,0.3084610104560852
layer_6,p000,0,0.35,0.0,6,11,0.269244909286499
layer_6,p000,0,0.35,0.0,6,12,0.230195090174675
layer_6,p000,0,0.35,0.0,6,13,0.2005467414855957
layer_6,p000,0,0.35,0.0,6,14,0.22578264772891998
layer_6,p000,0,0.35,0.0,6,15,0.23200537264347076
layer_6,p001,0,0.35,0.0,6,0,0.40517887473106384
layer_6,p001,0,0.35,0.0,6,1,0.19751118123531342
layer_6,p001,0,0.35,0.0,6,2,0.17445862293243408
layer_6,p001,0,0.35,0.0,6,3,0.2743934690952301
layer_6,p001,0,0.35,0.0,6,4,0.3067116439342499
layer_6,p001,0,0.35,0.0,6,5,0.33090826869010925
layer_6,p001,0,0.35,0.0,6,6,0.384820818901062
layer_6,p001,0,0.35,0.0,6,7,0.41543349623680115
layer_6,p001,0,0.35,0.0,6,8,0.38356688618659973
layer_6,p001,0,0.35,0.0,6,9,0.3855990469455719
layer_6,p001,0,0.35,0.0,6,10,0.27885904908180237
layer_6,p001,0,0.35,0.0,6,11,0.25816813111305237
layer_6,p001,0,0.35,0.0,6,12,0.2126631885766983
layer_6,p001,0,0.35,0.0,6,13,0.1848018765449524
layer_6,p001,0,0.35,0.0,6,14,0.18612629175186157
layer_6,p001,0,0.35,0.0,6,15,0.2099294364452362
layer_6,p002,0,0.35,0.0,6,0,0.3921511471271515
layer_6,p002,0,0.35,0.0,6,1,0.1909615695476532
layer_6,p002,0,0.35,0.0,6,2,0.18439055979251862
layer_6,p002,0,0.35,0.0,6,3,0.26677554845809937
layer_6,p002,0,0.35,0.0,6,4,0.29294416308403015
layer_6,p002,0,0.35,0.0,6,5,0.33779415488243103
layer_6,p002,0,0.35,0.0,6,6,0.3827019929885864
layer_6,p002,0,0.35,0.0,6,7,0.42090776562690735
layer_6,p002,0,0.35,0.0,6,8,0.3842852711677551
layer_6,p002,0,0.35,0.0,6,9,0.3934576213359833
layer_6,p002,0,0.35,0.0,6,10,0.29839691519737244
layer_6,p002,0,0.35,0.0,6,11,0.2549649775028229
layer_6,p002,0,0.35,0.0,6,12,0.21348203718662262
layer_6,p002,0,0.35,0.0,6,13,0.18506953120231628
layer_6,p002,0,0.35,0.0,6,14,0.19765467941761017
layer_6,p002,0,0.35,0.0,6,15,0.2182922214269638
layer_6,p003,0,0.35,0.0,6,0,0.4076117277145386
layer_6,p003,0,0.35,0.0,6,1,0.19164559245109558
layer_6,p003,0,0.35,0.0,6,2,0.18793457746505737
layer_6,p003,0,0.35,0.0,6,3,0.25768768787384033
layer_6,p003,0,0.35,0.0,6,4,0.2884746491909027
layer_6,p003,0,0.35,0.0,6,5,0.33669334650039673
layer_6,p003,0,0.35,0.0,6,6,0.3860757350921631
layer_6,p003,0,0.35,0.0,6,7,0.4564052224159241
layer_6,p003,0,0.35,0.0,6,8,0.4007141590118408
layer_6,p003,0,0.35,0.0,6,9,0.39707598090171814
layer_6,p003,0,0.35,0.0,6,10,0.31028521060943604
layer_6,p003,0,0.35,0.0,6,11,0.2673667371273041
layer_6,p003,0,0.35,0.0,6,12,0.2366582304239273
layer_6,p003,0,0.35,0.0,6,13,0.20234578847885132
layer_6,p003,0,0.35,0.0,6,14,0.2310461848974228
layer_6,p003,0,0.35,0.0,6,15,0.24261830747127533
layer_6,p004,0,0.35,0.0,6,0,0.4141296446323395
layer_6,p004,0,0.35,0.0,6,1,0.19002041220664978
layer_6,p004,0,0.35,0.0,6,2,0.18798881769180298
layer_6,p004,0,0.35,0.0,6,3,0.2573891282081604
layer_6,p004,0,0.35,0.0,6,4,0.2928067743778229
layer_6,p004,0,0.35,0.0,6,5,0.3342830240726471
layer_6,p004,0,0.35,0.0,6,6,0.3923826217651367
layer_6,p004,0,0.35,0.0,6,7,0.4621879756450653
layer_6,p004,0,0.35,0.0,6,8,0.4080512523651123
layer_6,p004,0,0.35,0.0,6,9,0.39808595180511475
layer_6,p004,0,0.35,0.0,6,10,0.31287792325019836
layer_6,p004,0,0.35,0.0,6,11,0.2700333297252655
layer_6,p004,0,0.35,0.0,6,12,0.2394910454750061
layer_6,p004,0,0.35,0.0,6,13,0.2115856409072876
layer_6,p004,0,0.35,0.0,6,14,0.24309758841991425
layer_6,p004,0,0.35,0.0,6,15,0.24881111085414886
layer_6,p005,0,0.35,0.0,6,0,0.41256144642829895
layer_6,p005,0,0.35,0.0,6,1,0.20725344121456146
layer_6,p005,0,0.35,0.0,6,2,0.19466717541217804
layer_6,p005,0,0.35,0.0,6,3,0.26006701588630676
layer_6,p005,0,0.35,0.0,6,4,0.29366588592529297
layer_6,p005,0,0.35,0.0,6,5,0.3400631248950958
layer_6,p005,0,0.35,0.0,6,6,0.39929747581481934
layer_6,p005,0,0.35,0.0,6,7,0.40888962149620056
layer_6,p005,0,0.35,0.0,6,8,0.418087363243103
layer_6,p005,0,0.35,0.0,6,9,0.38419756293296814
layer_6,p005,0,0.35,0.0,6,10,0.3183805048465729
layer_6,p005,0,0.35,0.0,6,11,0.27239149808883667
layer_6,p005,0,0.35,0.0,6,12,0.22594067454338074
layer_6,p005,0,0.35,0.0,6,13,0.20423558354377747
layer_6,p005,0,0.35,0.0,6,14,0.21539835631847382
layer_6,p005,0,0.35,0.0,6,15,0.22197885811328888
layer_6,p006,0,0.35,0.0,6,0,0.40518635511398315
layer_6,p006,0,0.35,0.0,6,1,0.19032526016235352
layer_6,p006,0,0.35,0.0,6,2,0.19327396154403687
layer_6,p006,0,0.35,0.0,6,3,0.2637537121772766
layer_6,p006,0,0.35,0.0,6,4,0.29999348521232605
layer_6,p006,0,0.35,0.0,6,5,0.32937029004096985
layer_6,p006,0,0.35,0.0,6,6,0.38151654601097107
layer_6,p006,0,0.35,0.0,6,7,0.44796791672706604
layer_6,p006,0,0.35,0.0,6,8,0.3971216082572937
layer_6,p006,0,0.35,0.0,6,9,0.39688238501548767
layer_6,p006,0,0.35,0.0,6,10,0.30158406496047974
layer_6,p006,0,0.35,0.0,6,11,0.2620220482349396
layer_6,p006,0,0.35,0.0,6,12,0.230323925614357
layer_6,p006,0,0.35,0.0,6,13,0.20349198579788208
layer_6,p006,0,0.35,0.0,6,14,0.22267228364944458
layer_6,p006,0,0.35,0.0,6,15,0.23295053839683533
layer_6,p007,0,0.35,0.0,6,0,0.40397700667381287
layer_6,p007,0,0.35,0.0,6,1,0.18692754209041595
layer_6,p007,0,0.35,0.0,6,2,0.19001959264278412
layer_6,p007,0,0.35,0.0,6,3,0.26734229922294617
layer_6,p007,0,0.35,0.0,6,4,0.2960355281829834
layer_6,p007,0,0.35,0.0,6,5,0.34197065234184265
layer_6,p007,0,0.35,0.0,6,6,0.38225647807121277
layer_6,p007,0,0.35,0.0,6,7,0.43718618154525757
layer_6,p007,0,0.35,0.0,6,8,0.3963518738746643
layer_6,p007,0,0.35,0.0,6,9,0.3946917951107025
layer_6,p007,0,0.35,0.0,6,10,0.2931831479072571
layer_6,p007,0,0.35,0.0,6,11,0.2576577663421631
layer_6,p007,0,0.35,0.0,6,12,0.19260063767433167
layer_6,p007,0,0.35,0.0,6,13,0.19332118332386017
layer_6,p007,0,0.35,0.0,6,14,0.18579517304897308
layer_6,p007,0,0.35,0.0,6,15,0.21116717159748077
layer_6,p008,0,0.35,0.0,6,0,0.4101654291152954
layer_6,p008,0,0.35,0.0,6,1,0.20044481754302979
layer_6,p008,0,0.35,0.0,6,2,0.19253814220428467
layer_6,p008,0,0.35,0.0,6,3,0.27300289273262024
layer_6,p008,0,0.35,0.0,6,4,0.2974599003791809
layer_6,p008,0,0.35,0.0,6,5,0.3379722237586975
layer_6,p008,0,0.35,0.0,6,6,0.4025554955005646
layer_6,p008,0,0.35,0.0,6,7,0.4334154725074768
layer_6,p008,0,0.35,0.0,6,8,0.4252980053424835
layer_6,p008,0,0.35,0.0,6,9,0.3905257284641266
layer_6,p008,0,0.35,0.0,6,10,0.3254666328430176
layer_6,p008,0,0.35,0.0,6,11,0.26940402388572693
layer_6,p008,0,0.35,0.0,6,12,0.22379587590694427
layer_6,p008,0,0.35,0.0,6,13,0.18500594794750214
layer_6,p008,0,0.35,0.0,6,14,0.20656394958496094
layer_6,p008,0,0.35,0.0,6,15,0.21985137462615967
layer_6,p009,0,0.35,0.0,6,0,0.3917728066444397
layer_6,p009,0,0.35,0.0,6,1,0.18859541416168213
layer_6,p009,0,0.35,0.0,6,2,0.17419011890888214
layer_6,p009,0,0.35,0.0,6,3,0.2507874369621277
layer_6,p009,0,0.35,0.0,6,4,0.27659428119659424
layer_6,p009,0,0.35,0.0,6,5,0.3228278160095215
layer_6,p009,0,0.35,0.0,6,6,0.37716957926750183
layer_6,p009,0,0.35,0.0,6,7,0.4030397832393646
layer_6,p009,0,0.35,0.0,6,8,0.4038364589214325
layer_6,p009,0,0.35,0.0,6,9,0.37975409626960754
layer_6,p009,0,0.35,0.0,6,10,0.3105641305446625
layer_6,p009,0,0.35,0.0,6,11,0.2499631941318512
layer_6,p009,0,0.35,0.0,6,12,0.22216743230819702
layer_6,p009,0,0.35,0.0,6,13,0.20707230269908905
layer_6,p009,0,0.35,0.0,6,14,0.21846841275691986
layer_6,p009,0,0.35,0.0,6,15,0.22209273278713226
layer_6,p010,0,0.35,0.0,6,0,0.41391655802726746
layer_6,p010,0,0.35,0.0,6,1,0.19336368143558502
layer_6,p010,0,0.35,0.0,6,2,0.1863405853509903
layer_6,p010,0,0.35,0.0,6,3,0.2568104565143585
layer_6,p010,0,0.35,0.0,6,4,0.29558655619621277
layer_6,p010,0,0.35,0.0,6,5,0.33314627408981323
layer_6,p010,0,0.35,0.0,6,6,0.3845261335372925
layer_6,p010,0,0.35,0.0,6,7,0.44118863344192505
layer_6,p010,0,0.35,0.0,6,8,0.3974330723285675
layer_6,p010,0,0.35,0.0,6,9,0.3963141143321991
layer_6,p010,0,0.35,0.0,6,10,0.30997610092163086
layer_6,p010,0,0.35,0.0,6,11,0.27052608132362366
layer_6,p010,0,0.35,0.0,6,12,0.24691414833068848
layer_6,p010,0,0.35,0.0,6,13,0.2009250819683075
layer_6,p010,0,0.35,0.0,6,14,0.23590469360351562
layer_6,p010,0,0.35,0.0,6,15,0.23378412425518036
layer_6,p011,0,0.35,0.0,6,0,0.41703638434410095
layer_6,p011,0,0.35,0.0,6,1,0.2118663191795349
layer_6,p011,0,0.35,0.0,6,2,0.1962791383266449
layer_6,p011,0,0.35,0.0,6,3,0.27214130759239197
layer_6,p011,0,0.35,0.0,6,4,0.2930188477039337
layer_6,p011,0,0.35,0.0,6,5,0.32817062735557556
layer_6,p011,0,0.35,0.0,6,6,0.39284592866897583
layer_6,p011,0,0.35,0.0,6,7,0.41749313473701477
layer_6,p011,0,0.35,0.0,6,8,0.4095321595668793
layer_6,p011,0,0.35,0.0,6,9,0.38401567935943604
layer_6,p011,0,0.35,0.0,6,10,0.32916462421417236
layer_6,p011,0,0.35,0.0,6,11,0.26679593324661255
layer_6,p011,0,0.35,0.0,6,12,0.23908957839012146
layer_6,p011,0,0.35,0.0,6,13,0.20893782377243042
layer_6,p011,0,0.35,0.0,6,14,0.22413215041160583
layer_6,p011,0,0.35,0.0,6,15,0.24541597068309784
layer_6,p012,0,0.35,0.0,6,0,0.4291384816169739
layer_6,p012,0,0.35,0.0,6,1,0.19072963297367096
layer_6,p012,0,0.35,0.0,6,2,0.18852967023849487
layer_6,p012,0,0.35,0.0,6,3,0.24202479422092438
layer_6,p012,0,0.35,0.0,6,4,0.3093387484550476
layer_6,p012,0,0.35,0.0,6,5,0.3379208743572235
layer_6,p012,0,0.35,0.0,6,6,0.397217720746994
layer_6,p012,0,0.35,0.0,6,7,0.45021504163742065
layer_6,p012,0,0.35,0.0,6,8,0.41257840394973755
layer_6,p012,0,0.35,0.0,6,9,0.39743655920028687
layer_6,p012,0,0.35,0.0,6,10,0.3230326473712921
layer_6,p012,0,0.35,0.0,6,11,0.2758270800113678
layer_6,p012,0,0.35,0.0,6,12,0.2489764243364334
layer_6,p012,0,0.35,0.0,6,13,0.22167976200580597
layer_6,p012,0,0.35,0.0,6,14,0.2658364176750183
layer_6,p012,0,0.35,0.0,6,15,0.26649484038352966
layer_6,p013,0,0.35,0.0,6,0,0.4032098650932312
layer_6,p013,0,0.35,0.0,6,1,0.18092483282089233
layer_6,p013,0,0.35,0.0,6,2,0.1827230602502823
layer_6,p013,0,0.35,0.0,6,3,0.26189124584198
layer_6,p013,0,0.35,0.0,6,4,0.295815110206604
layer_6,p013,0,0.35,0.0,6,5,0.3293682038784027
layer_6,p013,0,0.35,0.0,6,6,0.37351760268211365
layer_6,p013,0,0.35,0.0,6,7,0.41947996616363525
layer_6,p013,0,0.35,0.0,6,8,0.38748815655708313
layer_6,p013,0,0.35,0.0,6,9,0.3862697184085846
layer_6,p013,0,0.35,0.0,6,10,0.2858879268169403
layer_6,p013,0,0.35,0.0,6,11,0.24576014280319214
layer_6,p013,0,0.35,0.0,6,12,0.19683723151683807
layer_6,p013,0,0.35,0.0,6,13,0.17217718064785004
layer_6,p013,0,0.35,0.0,6,14,0.17339593172073364
layer_6,p013,0,0.35,0.0,6,15,0.19922488927841187
layer_6,p014,0,0.35,0.0,6,0,0.40821385383605957
layer_6,p014,0,0.35,0.0,6,1,0.1963895559310913
layer_6,p014,0,0.35,0.0,6,2,0.1780889630317688
layer_6,p014,0,0.35,0.0,6,3,0.2607710063457489
layer_6,p014,0,0.35,0.0,6,4,0.2860402464866638
layer_6,p014,0,0.35,0.0,6,5,0.32549506425857544
layer_6,p014,0,0.35,0.0,6,6,0.378827303647995
layer_6,p014,0,0.35,0.0,6,7,0.4146151542663574
layer_6,p014,0,0.35,0.0,6,8,0.40107786655426025
layer_6,p014,0,0.35,0.0,6,9,0.38846835494041443
layer_6,p014,0,0.35,0.0,6,10,0.2812372148036957
layer_6,p014,0,0.35,0.0,6,11,0.2508580982685089
layer_6,p014,0,0.35,0.0,6,12,0.20747430622577667
layer_6,p014,0,0.35,0.0,6,13,0.17569102346897125
layer_6,p014,0,0.35,0.0,6,14,0.1845146119594574
layer_6,p014,0,0.35,0.0,6,15,0.21188613772392273
layer_6,p015,0,0.35,0.0,6,0,0.4128049314022064
layer_6,p015,0,0.35,0.0,6,1,0.19347360730171204
layer_6,p015,0,0.35,0.0,6,2,0.18347489833831787
layer_6,p015,0,0.35,0.0,6,3,0.25076067447662354
layer_6,p015,0,0.35,0.0,6,4,0.29145923256874084
layer_6,p015,0,0.35,0.0,6,5,0.329324334859848
layer_6,p015,0,0.35,0.0,6,6,0.39193952083587646
layer_6,p015,0,0.35,0.0,6,7,0.4443451166152954
layer_6,p015,0,0.35,0.0,6,8,0.4007655084133148
layer_6,p015,0,0.35,0.0,6,9,0.4024399518966675
layer_6,p015,0,0.35,0.0,6,10,0.31129059195518494
layer_6,p015,0,0.35,0.0,6,11,0.2668054699897766
layer_6,p015,0,0.35,0.0,6,12,0.23390735685825348
layer_6,p015,0,0.35,0.0,6,13,0.2014990895986557
layer_6,p015,0,0.35,0.0,6,14,0.22412879765033722
layer_6,p015,0,0.35,0.0,6,15,0.22915858030319214
layer_6,p016,0,0.35,0.0,6,0,0.39989814162254333
layer_6,p016,0,0.35,0.0,6,1,0.18403562903404236
layer_6,p016,0,0.35,0.0,6,2,0.17585057020187378
layer_6,p016,0,0.35,0.0,6,3,0.25639668107032776
layer_6,p016,0,0.35,0.0,6,4,0.2894571125507355
layer_6,p016,0,0.35,0.0,6,5,0.3362910747528076
layer_6,p016,0,0.35,0.0,6,6,0.3746410608291626
layer_6,p016,0,0.35,0.0,6,7,0.42761173844337463
layer_6,p016,0,0.35,0.0,6,8,0.40025052428245544
layer_6,p016,0,0.35,0.0,6,9,0.39232829213142395
layer_6,p016,0,0.35,0.0,6,10,0.2933582663536072
layer_6,p016,0,0.35,0.0,6,11,0.2600491940975189
layer_6,p016,0,0.35,0.0,6,12,0.1997751146554947
layer_6,p016,0,0.35,0.0,6,13,0.17942951619625092
layer_6,p016,0,0.35,0.0,6,14,0.17912575602531433
layer_6,p016,0,0.35,0.0,6,15,0.20905642211437225
layer_6,p017,0,0.35,0.0,6,0,0.400407999753952
layer_6,p017,0,0.35,0.0,6,1,0.19179216027259827
layer_6,p017,0,0.35,0.0,6,2,0.19600249826908112
layer_6,p017,0,0.35,0.0,6,3,0.2634824216365814
layer_6,p017,0,0.35,0.0,6,4,0.31022608280181885
layer_6,p017,0,0.35,0.0,6,5,0.335527241230011
layer_6,p017,0,0.35,0.0,6,6,0.38258615136146545
layer_6,p017,0,0.35,0.0,6,7,0.4267353415489197
layer_6,p017,0,0.35,0.0,6,8,0.37357425689697266
layer_6,p017,0,0.35,0.0,6,9,0.394615113735199
layer_6,p017,0,0.35,0.0,6,10,0.32169610261917114
layer_6,p017,0,0.35,0.0,6,11,0.2473125159740448
layer_6,p017,0,0.35,0.0,6,12,0.2054227590560913
layer_6,p017,0,0.35,0.0,6,13,0.19668136537075043
layer_6,p017,0,0.35,0.0,6,14,0.19431255757808685
layer_6,p017,0,0.35,0.0,6,15,0.22469976544380188
layer_7,p000,0,0.35,0.0,7,0,0.4145078957080841
layer_7,p000,0,0.35,0.0,7,1,0.19850832223892212
layer_7,p000,0,0.35,0.0,7,2,0.1974719911813736
layer_7,p000,0,0.35,0.0,7,3,0.26856300234794617
layer_7,p000,0,0.35,0.0,7,4,0.307778537273407
layer_7,p000,0,0.35,0.0,7,5,0.3354239761829376
layer_7,p000,0,0.35,0.0,7,6,0.3945938050746918
layer_7,p000,0,0.35,0.0,7,7,0.4446321129798889
layer_7,p000,0,0.35,0.0,7,8,0.41495588421821594
layer_7,p000,0,0.35,0.0,7,9,0.3975253403186798
layer_7,p000,0,0.35,0.0,7,10,0.31402111053466797
layer_7,p000,0,0.35,0.0,7,11,0.2774205803871155
layer_7,p000,0,0.35,0.0,7,12,0.2461458146572113
layer_7,p000,0,0.35,0.0,7,13,0.20584805309772491
layer_7,p000,0,0.35,0.0,7,14,0.2377580851316452
layer_7,p000,0,0.35,0.0,7,15,0.2363319993019104
layer_7,p001,0,0.35,0.0,7,0,0.4014493525028229
layer_7,p001,0,0.35,0.0,7,1,0.19544485211372375
layer_7,p001,0,0.35,0.0,7,2,0.17197835445404053
layer_7,p001,0,0.35,0.0,7,3,0.25964006781578064
layer_7,p001,0,0.35,0.0,7,4,0.29689136147499084
layer_7,p001,0,0.35,0.0,7,5,0.32736051082611084
layer_7,p001,0,0.35,0.0,7,6,0.37791481614112854
layer_7,p001,0,0.35,0.0,7,7,0.42321234941482544
layer_7,p001,0,0.35,0.0,7,8,0.3907487392425537
layer_7,p001,0,0.35,0.0,7,9,0.3881634473800659
layer_7,p001,0,0.35,0.0,7,10,0.28800737857818604
layer_7,p001,0,0.35,0.0,7,11,0.250193327665329
layer_7,p001,0,0.35,0.0,7,12,0.2114839106798172
layer_7,p001,0,0.35,0.0,7,13,0.18547995388507843
layer_7,p001,0,0.35,0.0,7,14,0.18955324590206146
layer_7,p001,0,0.35,0.0,7,15,0.21019427478313446
layer_7,p002,0,0.35,0.0,7,0,0.40490761399269104
layer_7,p002,0,0.35,0.0,7,1,0.19433143734931946
layer_7,p002,0,0.35,0.0,7,2,0.20038340985774994
layer_7,p002,0,0.35,0.0,7,3,0.2633380889892578
layer_7,p002,0,0.35,0.0,7,4,0.30327749252319336
layer_7,p002,0,0.35,0.0,7,5,0.34375762939453125
layer_7,p002,0,0.35,0.0,7,6,0.41080570220947266
layer_7,p002,0,0.35,0.0,7,7,0.4362696409225464
layer_7,p002,0,0.35,0.0,7,8,0.3996050953865051
layer_7,p002,0,0.35,0.0,7,9,0.404700368642807
layer_7,p002,0,0.35,0.0,7,10,0.32230016589164734
layer_7,p002,0,0.35,0.0,7,11,0.248240664601326
layer_7,p002,0,0.35,0.0,7,12,0.22154462337493896
layer_7,p002,0,0.35,0.0,7,13,0.1991736739873886
layer_7,p002,0,0.35,0.0,7,14,0.2140500396490097
layer_7,p002,0,0.35,0.0,7,15,0.23680973052978516
layer_7,p003,0,0.35,0.0,7,0,0.41279637813568115
layer_7,p003,0,0.35,0.0,7,1,0.1941998451948166
layer_7,p003,0,0.35,0.0,7,2,0.18916426599025726
layer_7,p003,0,0.35,0.0,7,3,0.25208351016044617
layer_7,p003,0,0.35,0.0,7,4,0.2858448326587677
layer_7,p003,0,0.35,0.0,7,5,0.33115655183792114
layer_7,p003,0,0.35,0.0,7,6,0.3816582262516022
layer_7,p003,0,0.35,0.0,7,7,0.45029035210609436
layer_7,p003,0,0.35,0.0,7,8,0.39914360642433167
layer_7,p003,0,0.35,0.0,7,9,0.397797554731369
layer_7,p003,0,0.35,0.0,7,10,0.315092533826828
layer_7,p003,0,0.35,0.0,7,11,0.26399341225624084
layer_7,p003,0,0.35,0.0,7,12,0.23193582892417908
layer_7,p003,0,0.35,0.0,7,13,0.20134255290031433
layer_7,p003,0,0.35,0.0,7,14,0.22764386236667633
layer_7,p003,0,0.35,0.0,7,15,0.23533853888511658
layer_7,p004,0,0.35,0.0,7,0,0.4192715883255005
layer_7,p004,0,0.35,0.0,7,1,0.19386903941631317
layer_7,p004,0,0.35,0.0,7,2,0.1908959448337555
layer_7,p004,0,0.35,0.0,7,3,0.2638031840324402
layer_7,p004,0,0.35,0.0,7,4,0.32135874032974243
layer_7,p004,0,0.35,0.0,7,5,0.3469778895378113
layer_7,p004,0,0.35,0.0,7,6,0.41602882742881775
layer_7,p004,0,0.35,0.0,7,7,0.46025094389915466
layer_7,p004,0,0.35,0.0,7,8,0.42318713665008545
layer_7,p004,0,0.35,0.0,7,9,0.43777453899383545
layer_7,p004,0,0.35,0.0,7,10,0.36573299765586853
layer_7,p004,0,0.35,0.0,7,11,0.29703283309936523
layer_7,p004,0,0.35,0.0,7,12,0.2754356861114502
layer_7,p004,0,0.35,0.0,7,13,0.24143292009830475
layer_7,p004,0,0.35,0.0,7,14,0.28747785091400146
layer_7,p004,0,0.35,0.0,7,15,0.2752836048603058
layer_7,p005,0,0.35,0.0,7,0,0.4111320972442627
layer_7,p005,0,0.35,0.0,7,1,0.2014310210943222
layer_7,p005,0,0.35,0.0,7,2,0.18857896327972412
layer_7,p005,0,0.35,0.0,7,3,0.25537919998168945
layer_7,p005,0,0.35,0.0,7,4,0.2933938205242157
layer_7,p005,0,0.35,0.0,7,5,0.32066336274147034
layer_7,p005,0,0.35,0.0,7,6,0.403736412525177
layer_7,p005,0,0.35,0.0,7,7,0.41186222434043884
layer_7,p005,0,0.35,0.0,7,8,0.4254516661167145
layer_7,p005,0,0.35,0.0,7,9,0.38820159435272217
layer_7,p005,0,0.35,0.0,7,10,0.3181890845298767
layer_7,p005,0,0.35,0.0,7,11,0.27151891589164734
layer_7,p005,0,0.35,0.0,7,12,0.22044669091701508
layer_7,p005,0,0.35,0.0,7,13,0.20230451226234436
layer_7,p005,0,0.35,0.0,7,14,0.20856018364429474
layer_7,p005,0,0.35,0.0,7,15,0.2207784205675125
layer_7,p006,0,0.35,0.0,7,0,0.40418747067451477
layer_7,p006,0,0.35,0.0,7,1,0.1911267638206482
layer_7,p006,0,0.35,0.0,7,2,0.18657059967517853
layer_7,p006,0,0.35,0.0,7,3,0.2664589583873749
layer_7,p006,0,0.35,0.0,7,4,0.30503618717193604
layer_7,p006,0,0.35,0.0,7,5,0.3331349194049835
